1359,1000,2287,2015-06-22T11:55:25,35.746723175,51.3890991211,5,false,1
1359,1000,2287,2015-06-22T11:55:26,35.746723175,51.3890724182,5,false,1
1359,1000,2287,2015-06-22T11:55:28,35.746711731,51.3890419006,5,false,1
1359,1000,2287,2015-06-22T11:55:29,35.7467079163,51.3890151978,5,false,1
1359,1000,2287,2015-06-22T11:55:30,35.7467041016,51.3890151978,1,false,1
1359,1000,2287,2015-06-22T11:55:31,35.7467002869,51.3890113831,1,false,1
1359,1000,2287,2015-06-22T11:55:32,35.7466926575,51.3890037537,2,false,1
1359,1000,2287,2015-06-22T11:55:33,35.7466888428,51.388999939,2,false,1
1359,1000,2287,2015-06-22T11:55:34,35.7466773987,51.3889846802,4,false,1
1359,1000,2287,2015-06-22T11:55:35,35.7466659546,51.3889846802,4,false,1
1359,1000,2287,2015-06-22T11:55:36,35.7466545105,51.3889770508,5,false,1
1359,1000,2287,2015-06-22T11:55:38,35.7465782166,51.3889350891,15,false,1
1359,1000,2287,2015-06-22T11:55:39,35.7465400696,51.3889160156,15,false,1
1359,1000,2287,2015-06-22T11:55:40,35.7465019226,51.3889045715,18,false,1
1359,1000,2287,2015-06-22T11:55:41,35.7464561462,51.3888893127,18,false,1
1359,1000,2287,2015-06-22T11:55:42,35.7463951111,51.3888549805,20,false,1
1359,1000,2287,2015-06-22T11:55:43,35.7463493347,51.3888320923,20,false,1
1359,1000,2287,2015-06-22T11:55:44,35.746295929,51.3888092041,21,false,1
1359,1000,2287,2015-06-22T11:55:45,35.7462692261,51.38879776,16,false,1
1359,1000,2287,2015-06-22T11:55:46,35.7462463379,51.3887863159,12,false,1
1359,1000,2287,2015-06-22T11:55:47,35.7462120056,51.3887634277,12,false,1
1359,1000,2287,2015-06-22T11:55:48,35.7461853027,51.3887367249,13,false,1
1359,1000,2287,2015-06-22T11:55:49,35.7461395264,51.3887252808,15,false,1
1359,1000,2287,2015-06-22T11:55:51,35.7460212708,51.3886756897,20,false,1
1359,1000,2287,2015-06-22T11:55:53,35.74584198,51.3885879517,33,false,1
1359,1000,2287,2015-06-22T11:55:54,35.7457542419,51.38854599,33,false,1
1359,1000,2287,2015-06-22T11:55:55,35.745677948,51.3884963989,34,false,1
1359,1000,2287,2015-06-22T11:55:56,35.7455825806,51.3884124756,40,false,1
1359,1000,2287,2015-06-22T11:55:57,35.7454872131,51.388343811,43,false,1
1359,1000,2287,2015-06-22T11:55:59,35.7452926636,51.388217926,43,false,1
1359,1000,2287,2015-06-22T11:56:00,35.7452125549,51.3881416321,43,false,1
1359,1000,2287,2015-06-22T11:56:01,35.7451133728,51.3880882263,44,false,1
1359,1000,2287,2015-06-22T11:56:03,35.7448921204,51.3879089355,49,false,1
1359,1000,2287,2015-06-22T11:56:04,35.7447853088,51.3878326416,49,false,1
1359,1000,2287,2015-06-22T11:56:05,35.7446556091,51.3877563477,52,false,1
1359,1000,2287,2015-06-22T11:56:06,35.7445449829,51.387676239,52,false,1
1359,1000,2287,2015-06-22T11:56:07,35.7444190979,51.3876152039,53,false,1
1359,1000,2287,2015-06-22T11:56:08,35.7442817688,51.3875236511,55,false,1
1359,1000,2287,2015-06-22T11:56:09,35.7441635132,51.3874397278,55,false,1
1359,1000,2287,2015-06-22T11:56:10,35.7440414429,51.3873634338,55,false,1
1359,1000,2287,2015-06-22T11:56:11,35.7439117432,51.3872947693,55,false,1
1359,1000,2287,2015-06-22T11:56:12,35.7438049316,51.38722229,53,false,1
1359,1000,2287,2015-06-22T11:56:13,35.7436943054,51.3871231079,52,false,1
1359,1000,2287,2015-06-22T11:56:14,35.7435684204,51.387046814,51,false,1
1359,1000,2287,2015-06-22T11:56:15,35.7434654236,51.38697052,51,false,1
1359,1000,2287,2015-06-22T11:56:17,35.7432518005,51.3868026733,51,false,1
1359,1000,2287,2015-06-22T11:56:18,35.7431297302,51.3867340088,51,false,1
1359,1000,2287,2015-06-22T11:56:19,35.7430267334,51.3866539001,50,false,1
1359,1000,2287,2015-06-22T11:56:20,35.7429199219,51.3865699768,50,false,1
1359,1000,2287,2015-06-22T11:56:21,35.7428245544,51.3864822388,49,false,1
1359,1000,2287,2015-06-22T11:56:22,35.7427177429,51.3864097595,49,false,1
1359,1000,2287,2015-06-22T11:56:23,35.7426109314,51.3863143921,49,false,1
1359,1000,2287,2015-06-22T11:56:24,35.7424964905,51.3862075806,51,false,1
1359,1000,2287,2015-06-22T11:56:25,35.7424049377,51.386177063,48,false,1
1359,1000,2287,2015-06-22T11:56:26,35.7423057556,51.3861083984,48,false,1
1359,1000,2287,2015-06-22T11:56:27,35.7422142029,51.3860626221,47,false,1
1359,1000,2287,2015-06-22T11:56:28,35.742099762,51.3860206604,49,false,1
1359,1000,2287,2015-06-22T11:56:29,35.7419891357,51.3859825134,49,false,1
1359,1000,2287,2015-06-22T11:56:30,35.7418746948,51.3859291077,49,false,1
1359,1000,2287,2015-06-22T11:56:31,35.7417488098,51.3859024048,50,false,1
1359,1000,2287,2015-06-22T11:56:32,35.7416114807,51.3858947754,52,false,1
1359,1000,2287,2015-06-22T11:56:33,35.7414703369,51.3858680725,53,false,1
1359,1000,2287,2015-06-22T11:56:34,35.7413482666,51.3858413696,52,false,1
1359,1000,2287,2015-06-22T11:56:35,35.7412414551,51.3858299255,50,false,1
1359,1000,2287,2015-06-22T11:56:36,35.7411079407,51.3858261108,50,false,1
1359,1000,2287,2015-06-22T11:56:37,35.7409934998,51.3858261108,48,false,1
1359,1000,2287,2015-06-22T11:56:38,35.7409057617,51.3858451843,41,false,1
1359,1000,2287,2015-06-22T11:56:39,35.7408065796,51.3858604431,41,false,1
1359,1000,2287,2015-06-22T11:56:40,35.7406921387,51.3858718872,43,false,1
1359,1000,2287,2015-06-22T11:56:41,35.7405815125,51.3858909607,44,false,1
1359,1000,2287,2015-06-22T11:56:42,35.7404708862,51.3859176636,46,false,1
1359,1000,2287,2015-06-22T11:56:43,35.7403564453,51.3859214783,48,false,1
1359,1000,2287,2015-06-22T11:56:44,35.740234375,51.3859443665,48,false,1
1359,1000,2287,2015-06-22T11:56:45,35.7401123047,51.3859558105,47,false,1
1359,1000,2287,2015-06-22T11:56:46,35.7399940491,51.3859672546,48,false,1
1359,1000,2287,2015-06-22T11:56:47,35.7398719788,51.3859901428,49,false,1
1359,1000,2287,2015-06-22T11:56:48,35.7397537231,51.3860092163,49,false,1
1359,1000,2287,2015-06-22T11:56:49,35.7396240234,51.3860244751,51,false,1
1359,1000,2287,2015-06-22T11:56:50,35.7394943237,51.3860473633,52,false,1
1359,1000,2287,2015-06-22T11:56:51,35.7393608093,51.3860626221,52,false,1
1359,1000,2287,2015-06-22T11:56:52,35.739238739,51.3860778809,51,false,1
1359,1000,2287,2015-06-22T11:56:53,35.7391090393,51.3861045837,53,false,1
1359,1000,2287,2015-06-22T11:56:54,35.7389831543,51.3861198425,55,false,1
1359,1000,2287,2015-06-22T11:56:55,35.7388458252,51.3861274719,54,false,1
1359,1000,2287,2015-06-22T11:56:56,35.7387123108,51.3861503601,54,false,1
1359,1000,2287,2015-06-22T11:56:57,35.738571167,51.3861694336,53,false,1
1359,1000,2287,2015-06-22T11:56:59,35.7383041382,51.3862037659,53,false,1
1359,1000,2287,2015-06-22T11:57:00,35.7381744385,51.3862266541,52,false,1
